dataset,label,nmse,corrcoeff,n,alpha,spectral_radius,input_scale,sparsity,hidden_dim,epochs,learning_rate,dropout_rate,seed,show_progress
Lorenz,ESN,0.0010756727014892234,[0.9995184  0.99911415 0.9981631 ],100.0,0.9,0.95,1.0,0.1,,,,,,
Lorenz,ESN,0.0011519870128451847,[0.99953183 0.99891232 0.99814452],100.0,0.9,0.95,1.0,0.15,,,,,,
Lorenz,ESN,0.0011166461624286526,[0.9995871  0.99907403 0.99807069],100.0,0.9,0.95,1.0,0.2,,,,,,
Lorenz,ESN,0.004494377964010554,[0.99788401 0.9953129  0.99315727],100.0,0.9,0.95,1.5,0.0,,,,,,
Lorenz,ESN,0.003748845162018141,[0.99839723 0.99746101 0.99317097],100.0,0.9,0.95,1.5,0.05,,,,,,
Lorenz,ESN,0.002898247406955636,[0.99877144 0.99761456 0.99502634],100.0,0.9,0.95,1.5,0.1,,,,,,
Lorenz,ESN,0.003077723882046787,[0.99848192 0.99747295 0.99481221],100.0,0.9,0.95,1.5,0.15,,,,,,
Lorenz,ESN,0.0034607017411010946,[0.99822618 0.99679206 0.99470965],100.0,0.9,0.95,1.5,0.2,,,,,,
Lorenz,ESN,0.007143637975631129,[0.99672969 0.99313461 0.9884522 ],100.0,0.9,0.95,2.0,0.0,,,,,,
Lorenz,ESN,0.007370270929143682,[0.99737074 0.99429089 0.98635212],100.0,0.9,0.95,2.0,0.05,,,,,,
Lorenz,ESN,0.007094720228970469,[0.9971034  0.99473561 0.98689407],100.0,0.9,0.95,2.0,0.1,,,,,,
Lorenz,ESN,0.008415688268558541,[0.99637174 0.99371709 0.98453864],100.0,0.9,0.95,2.0,0.15,,,,,,
Lorenz,ESN,0.007494175945127922,[0.99636315 0.99319415 0.98784523],100.0,0.9,0.95,2.0,0.2,,,,,,
Lorenz,ESN,0.010333222759533507,[0.99512754 0.98949588 0.98369932],100.0,0.9,0.95,2.5,0.0,,,,,,
Lorenz,ESN,0.01072709181889744,[0.99482413 0.98969016 0.9826326 ],100.0,0.9,0.95,2.5,0.05,,,,,,
Lorenz,ESN,0.01040686019972088,[0.99445427 0.99202492 0.98186856],100.0,0.9,0.95,2.5,0.1,,,,,,
Lorenz,ESN,0.011787404105630441,[0.99406041 0.99025991 0.9798396 ],100.0,0.9,0.95,2.5,0.15,,,,,,
Lorenz,ESN,0.01055852936057961,[0.9948527  0.98896458 0.98384447],100.0,0.9,0.95,2.5,0.2,,,,,,
Lorenz,ESN,0.013897068024252526,[0.99296217 0.98509348 0.97909583],100.0,0.9,0.95,3.0,0.0,,,,,,
Lorenz,ESN,0.014403707912179708,[0.99178027 0.98463984 0.97891842],100.0,0.9,0.95,3.0,0.05,,,,,,
Lorenz,ESN,0.01336753145545864,[0.99152658 0.98960127 0.97790855],100.0,0.9,0.95,3.0,0.1,,,,,,
Lorenz,ESN,0.015407692378256722,[0.99113923 0.98742456 0.97469648],100.0,0.9,0.95,3.0,0.15,,,,,,
Lorenz,ESN,0.014456413595816604,[0.99298611 0.98598366 0.97702683],100.0,0.9,0.95,3.0,0.2,,,,,,
Lorenz,ESN,0.01719946655124951,[0.99043613 0.98082645 0.97532066],100.0,0.9,0.95,3.5,0.0,,,,,,
Lorenz,ESN,0.017861002270979656,[0.98897869 0.97953235 0.9757075 ],100.0,0.9,0.95,3.5,0.05,,,,,,
Lorenz,ESN,0.016897992021642032,[0.98809791 0.98617337 0.97361351],100.0,0.9,0.95,3.5,0.1,,,,,,
Lorenz,ESN,0.019328925311140117,[0.98775798 0.98392695 0.96955041],100.0,0.9,0.95,3.5,0.15,,,,,,
Lorenz,ESN,0.017995044579099794,[0.99040239 0.98252983 0.97228957],100.0,0.9,0.95,3.5,0.2,,,,,,
Lorenz,ESN,0.020283346419805504,[0.98746836 0.97632972 0.97278913],100.0,0.9,0.95,4.0,0.0,,,,,,
Lorenz,ESN,0.020770764668829655,[0.98635854 0.97465284 0.97376558],100.0,0.9,0.95,4.0,0.05,,,,,,
Lorenz,ESN,0.020064856502532306,[0.9849043  0.98145128 0.9712724 ],100.0,0.9,0.95,4.0,0.1,,,,,,
Lorenz,ESN,0.022608930696739797,[0.98511876 0.97995398 0.96587509],100.0,0.9,0.95,4.0,0.15,,,,,,
Lorenz,ESN,0.021318065090459613,[0.98766768 0.9776218  0.96939792],100.0,0.9,0.95,4.0,0.2,,,,,,
Lorenz,ESN,0.02353183418742547,[0.98430734 0.97196104 0.96995834],100.0,0.9,0.95,4.5,0.0,,,,,,
Lorenz,ESN,0.02352575042745347,[0.98386276 0.97039792 0.97175702],100.0,0.9,0.95,4.5,0.05,,,,,,
Lorenz,ESN,0.022795251480203012,[0.98266192 0.97644469 0.96974805],100.0,0.9,0.95,4.5,0.1,,,,,,
Lorenz,ESN,0.02539475796567159,[0.98324768 0.97576216 0.9631392 ],100.0,0.9,0.95,4.5,0.15,,,,,,
Lorenz,ESN,0.024278543275316138,[0.98514475 0.97278108 0.96731655],100.0,0.9,0.95,4.5,0.2,,,,,,
Lorenz,ESN,0.026946472928136754,[0.98111649 0.96825245 0.96621298],100.0,0.9,0.95,5.0,0.0,,,,,,
Lorenz,ESN,0.026477345813863837,[0.98132451 0.9667348  0.96890516],100.0,0.9,0.95,5.0,0.05,,,,,,
Lorenz,ESN,0.02560737305313413,[0.98093411 0.97196185 0.96727566],100.0,0.9,0.95,5.0,0.1,,,,,,
Lorenz,ESN,0.028047504559206134,[0.9815443  0.97168409 0.9606129 ],100.0,0.9,0.95,5.0,0.15,,,,,,
Lorenz,ESN,0.026951901423075197,[0.98277094 0.96857387 0.96551535],100.0,0.9,0.95,5.0,0.2,,,,,,
Lorenz,ESN,7.666802467600605e-06,[0.99999873 0.99999183 0.99998633],100.0,0.9,1.0,0.1,0.0,,,,,,
Lorenz,ESN,3.988997294467334e-06,[0.99999971 0.99999166 0.99999593],100.0,0.9,1.0,0.1,0.05,,,,,,
Lorenz,ESN,4.382830701862082e-06,[0.99999958 0.99998908 0.99999703],100.0,0.9,1.0,0.1,0.1,,,,,,
Lorenz,ESN,7.236596561979135e-06,[0.99999963 0.99999033 0.99998801],100.0,0.9,1.0,0.1,0.15,,,,,,
Lorenz,ESN,4.730126104895255e-06,[0.99999952 0.99999233 0.99999343],100.0,0.9,1.0,0.1,0.2,,,,,,
Lorenz,ESN,0.0001620394517830741,[0.99995026 0.99969023 0.99984551],100.0,0.9,1.0,0.5,0.0,,,,,,
Lorenz,ESN,0.00012921050084722312,[0.99994701 0.999856   0.99980418],100.0,0.9,1.0,0.5,0.05,,,,,,
Lorenz,ESN,0.0001666033115850777,[0.99993591 0.99984234 0.9997237 ],100.0,0.9,1.0,0.5,0.1,,,,,,
Lorenz,ESN,0.0001958632550186183,[0.99993158 0.99970493 0.99976346],100.0,0.9,1.0,0.5,0.15,,,,,,
Lorenz,ESN,0.0001397873898154982,[0.99992163 0.9998258  0.999837  ],100.0,0.9,1.0,0.5,0.2,,,,,,
Lorenz,ESN,0.001600841834311499,[0.99934185 0.99794565 0.99776972],100.0,0.9,1.0,1.0,0.0,,,,,,
Lorenz,ESN,0.0016428890974782401,[0.99932602 0.99794768 0.99769346],100.0,0.9,1.0,1.0,0.05,,,,,,
Lorenz,ESN,0.001159663078058034,[0.99940368 0.99898854 0.9981151 ],100.0,0.9,1.0,1.0,0.1,,,,,,
Lorenz,ESN,0.0012389640869726996,[0.9994758  0.99878976 0.99806625],100.0,0.9,1.0,1.0,0.15,,,,,,
Lorenz,ESN,0.0012522782086556593,[0.99955813 0.99893464 0.99783056],100.0,0.9,1.0,1.0,0.2,,,,,,
Lorenz,ESN,0.004793114233013879,[0.99774435 0.99475927 0.99286421],100.0,0.9,1.0,1.5,0.0,,,,,,
Lorenz,ESN,0.0038899909503161143,[0.99823702 0.99731381 0.99299254],100.0,0.9,1.0,1.5,0.05,,,,,,
Lorenz,ESN,0.0031079518446921156,[0.99863663 0.99746069 0.99466797],100.0,0.9,1.0,1.5,0.1,,,,,,
Lorenz,ESN,0.0031591152798835912,[0.99834299 0.99729182 0.99486676],100.0,0.9,1.0,1.5,0.15,,,,,,
Lorenz,ESN,0.0035745451198938892,[0.99813912 0.99663087 0.99463437],100.0,0.9,1.0,1.5,0.2,,,,,,
Lorenz,ESN,0.007605970841485556,[0.99636611 0.99233826 0.98814042],100.0,0.9,1.0,2.0,0.0,,,,,,
Lorenz,ESN,0.007527957704236578,[0.99724732 0.99388996 0.98640454],100.0,0.9,1.0,2.0,0.05,,,,,,
Lorenz,ESN,0.00689512884037914,[0.99703812 0.99460363 0.98768087],100.0,0.9,1.0,2.0,0.1,,,,,,
Lorenz,ESN,0.00820936910109381,[0.99640399 0.99378645 0.98507992],100.0,0.9,1.0,2.0,0.15,,,,,,
Lorenz,ESN,0.007553773945272822,[0.99630361 0.99301411 0.9879471 ],100.0,0.9,1.0,2.0,0.2,,,,,,
Lorenz,ESN,0.010591244340916035,[0.99501248 0.98903877 0.98343459],100.0,0.9,1.0,2.5,0.0,,,,,,
Lorenz,ESN,0.01089038143584848,[0.99514087 0.98946642 0.9820897 ],100.0,0.9,1.0,2.5,0.05,,,,,,
Lorenz,ESN,0.010632994372529394,[0.99448325 0.99169147 0.98153849],100.0,0.9,1.0,2.5,0.1,,,,,,
Lorenz,ESN,0.012099220958637729,[0.99390144 0.98986499 0.97940241],100.0,0.9,1.0,2.5,0.15,,,,,,
Lorenz,ESN,0.010846218096129637,[0.99464447 0.9885136  0.98358264],100.0,0.9,1.0,2.5,0.2,,,,,,
Lorenz,ESN,0.014088514319224215,[0.99297365 0.98468619 0.97885908],100.0,0.9,1.0,3.0,0.0,,,,,,
Lorenz,ESN,0.014452264358090602,[0.99206542 0.98437565 0.9787566 ],100.0,0.9,1.0,3.0,0.05,,,,,,
Lorenz,ESN,0.013417201171681605,[0.99156647 0.98927016 0.97804257],100.0,0.9,1.0,3.0,0.1,,,,,,
Lorenz,ESN,0.015351227227985528,[0.99126666 0.98697918 0.97508816],100.0,0.9,1.0,3.0,0.15,,,,,,
Lorenz,ESN,0.014622795549892443,[0.99302939 0.98500983 0.97728984],100.0,0.9,1.0,3.0,0.2,,,,,,
Lorenz,ESN,0.01740286995858521,[0.99064007 0.98052228 0.97479737],100.0,0.9,1.0,3.5,0.0,,,,,,
Lorenz,ESN,0.017903319151273068,[0.98925074 0.97936484 0.97548747],100.0,0.9,1.0,3.5,0.05,,,,,,
Lorenz,ESN,0.016823283405454997,[0.98835518 0.98620095 0.97360622],100.0,0.9,1.0,3.5,0.1,,,,,,
Lorenz,ESN,0.019253263029846857,[0.9879772  0.98368498 0.96978718],100.0,0.9,1.0,3.5,0.15,,,,,,
Lorenz,ESN,0.01809027671445686,[0.99074078 0.98206327 0.97211696],100.0,0.9,1.0,3.5,0.2,,,,,,
Lorenz,ESN,0.020420268013060204,[0.98785577 0.97616207 0.97213838],100.0,0.9,1.0,4.0,0.0,,,,,,
Lorenz,ESN,0.02085829519290358,[0.98658111 0.97447727 0.97344648],100.0,0.9,1.0,4.0,0.05,,,,,,
Lorenz,ESN,0.02006284557113623,[0.98506135 0.98178723 0.97085549],100.0,0.9,1.0,4.0,0.1,,,,,,
Lorenz,ESN,0.02259776444579619,[0.98518203 0.98001371 0.96582431],100.0,0.9,1.0,4.0,0.15,,,,,,
Lorenz,ESN,0.021362015836069163,[0.98805183 0.97761751 0.96898392],100.0,0.9,1.0,4.0,0.2,,,,,,
Lorenz,ESN,0.023517323082289203,[0.98483699 0.97169407 0.96968   ],100.0,0.9,1.0,4.5,0.0,,,,,,
Lorenz,ESN,0.023532765757709694,[0.98407422 0.9701117  0.97172968],100.0,0.9,1.0,4.5,0.05,,,,,,
Lorenz,ESN,0.02275678703788845,[0.98257957 0.97679962 0.96956853],100.0,0.9,1.0,4.5,0.1,,,,,,
Lorenz,ESN,0.02537681864428022,[0.98319268 0.97602437 0.96303148],100.0,0.9,1.0,4.5,0.15,,,,,,
Lorenz,ESN,0.024348263118418523,[0.98546089 0.97281119 0.9668413 ],100.0,0.9,1.0,4.5,0.2,,,,,,
Lorenz,ESN,0.026819417585364394,[0.9817354  0.96774819 0.96636333],100.0,0.9,1.0,5.0,0.0,,,,,,
Lorenz,ESN,0.02632371864965151,[0.9815349  0.96640171 0.96930823],100.0,0.9,1.0,5.0,0.05,,,,,,
Lorenz,ESN,0.02540061611205557,[0.98074109 0.97214759 0.96775225],100.0,0.9,1.0,5.0,0.1,,,,,,
Lorenz,ESN,0.02792597091302179,[0.98157841 0.97203567 0.96062269],100.0,0.9,1.0,5.0,0.15,,,,,,
Lorenz,ESN,0.02700818257323368,[0.98306611 0.96851741 0.96511691],100.0,0.9,1.0,5.0,0.2,,,,,,
Lorenz,ESN,1.958123519056063e-05,[0.99999549 0.99998008 0.99996514],100.0,0.9,1.05,0.1,0.0,,,,,,
Lorenz,ESN,7.427386381726237e-06,[0.99999883 0.99998664 0.99999128],100.0,0.9,1.05,0.1,0.05,,,,,,
Lorenz,ESN,8.61378289267508e-06,[0.99999905 0.99997896 0.99999399],100.0,0.9,1.05,0.1,0.1,,,,,,
Lorenz,ESN,1.335377792844613e-05,[0.99999876 0.99998194 0.99997842],100.0,0.9,1.05,0.1,0.15,,,,,,
Lorenz,ESN,9.071738177974064e-06,[0.99999868 0.99998793 0.99998567],100.0,0.9,1.05,0.1,0.2,,,,,,
Lorenz,ESN,0.0001905724701355552,[0.9999419  0.99962722 0.99982357],100.0,0.9,1.05,0.5,0.0,,,,,,
Lorenz,ESN,0.00017020323544030886,[0.99994072 0.99980032 0.99974128],100.0,0.9,1.05,0.5,0.05,,,,,,
Lorenz,ESN,0.00020068905928999543,[0.9999097  0.99980444 0.99968246],100.0,0.9,1.05,0.5,0.1,,,,,,
Lorenz,ESN,0.00024854513885590846,[0.99990322 0.99960972 0.99971818],100.0,0.9,1.05,0.5,0.15,,,,,,
Lorenz,ESN,0.00018846636211104233,[0.99989482 0.99977323 0.99977128],100.0,0.9,1.05,0.5,0.2,,,,,,
Lorenz,ESN,0.0016946049449371662,[0.99918986 0.99780776 0.99775404],100.0,0.9,1.05,1.0,0.0,,,,,,
Lorenz,ESN,0.0019070823840244455,[0.99906583 0.99748787 0.99757805],100.0,0.9,1.05,1.0,0.05,,,,,,
Lorenz,ESN,0.0012328354508905274,[0.99928713 0.99886944 0.99809264],100.0,0.9,1.05,1.0,0.1,,,,,,
Lorenz,ESN,0.0013412939053458316,[0.99938711 0.99864866 0.99799086],100.0,0.9,1.05,1.0,0.15,,,,,,
Lorenz,ESN,0.0014207377321300433,[0.99950833 0.99871419 0.99758525],100.0,0.9,1.05,1.0,0.2,,,,,,
Lorenz,ESN,0.00495401849097165,[0.99765583 0.9944359  0.9927346 ],100.0,0.9,1.05,1.5,0.0,,,,,,
Lorenz,ESN,0.004030542540076531,[0.99807075 0.99716537 0.99280845],100.0,0.9,1.05,1.5,0.05,,,,,,
Lorenz,ESN,0.0033749340383113823,[0.99846998 0.99728041 0.99419692],100.0,0.9,1.05,1.5,0.1,,,,,,
Lorenz,ESN,0.003306482021377707,[0.99819807 0.99704406 0.99479946],100.0,0.9,1.05,1.5,0.15,,,,,,
Lorenz,ESN,0.0037339659402632107,[0.99807252 0.99648975 0.99438852],100.0,0.9,1.05,1.5,0.2,,,,,,
Lorenz,ESN,0.008117908463299699,[0.99597643 0.99140414 0.98782469],100.0,0.9,1.05,2.0,0.0,,,,,,
Lorenz,ESN,0.007688919530319647,[0.99705116 0.99344785 0.9865471 ],100.0,0.9,1.05,2.0,0.05,,,,,,
Lorenz,ESN,0.006777828315881384,[0.99696217 0.99445161 0.98826667],100.0,0.9,1.05,2.0,0.1,,,,,,
Lorenz,ESN,0.00785087114832591,[0.99644748 0.9938892  0.98602008],100.0,0.9,1.05,2.0,0.15,,,,,,
Lorenz,ESN,0.007440506346068028,[0.99628168 0.9928041  0.98853814],100.0,0.9,1.05,2.0,0.2,,,,,,
Lorenz,ESN,0.010935431632689709,[0.99478157 0.98843107 0.98316686],100.0,0.9,1.05,2.5,0.0,,,,,,
Lorenz,ESN,0.011087786687027286,[0.99541316 0.98920005 0.98153477],100.0,0.9,1.05,2.5,0.05,,,,,,
Lorenz,ESN,0.010849926912226193,[0.99446665 0.99141738 0.98123923],100.0,0.9,1.05,2.5,0.1,,,,,,
Lorenz,ESN,0.012441328345021957,[0.99374042 0.98961863 0.97877311],100.0,0.9,1.05,2.5,0.15,,,,,,
Lorenz,ESN,0.011176137443356566,[0.99444    0.98819003 0.98310328],100.0,0.9,1.05,2.5,0.2,,,,,,
Lorenz,ESN,0.014307569981789362,[0.99289473 0.98420529 0.97869292],100.0,0.9,1.05,3.0,0.0,,,,,,
Lorenz,ESN,0.014566574802889386,[0.99233427 0.98402024 0.97850263],100.0,0.9,1.05,3.0,0.05,,,,,,
Lorenz,ESN,0.01355669780199894,[0.99157546 0.98884829 0.97804532],100.0,0.9,1.05,3.0,0.1,,,,,,
Lorenz,ESN,0.01539267568401423,[0.99128452 0.98647573 0.97535065],100.0,0.9,1.05,3.0,0.15,,,,,,
Lorenz,ESN,0.01480541487134061,[0.99294518 0.98407811 0.97757854],100.0,0.9,1.05,3.0,0.2,,,,,,
Lorenz,ESN,0.017636382372067085,[0.99074704 0.9801195  0.97437761],100.0,0.9,1.05,3.5,0.0,,,,,,
Lorenz,ESN,0.017965652599655445,[0.98952272 0.97910635 0.97529283],100.0,0.9,1.05,3.5,0.05,,,,,,
Lorenz,ESN,0.016798717739077023,[0.98853216 0.98603675 0.9736996 ],100.0,0.9,1.05,3.5,0.1,,,,,,
Lorenz,ESN,0.019192269691151044,[0.98820245 0.98330396 0.9700944 ],100.0,0.9,1.05,3.5,0.15,,,,,,
Lorenz,ESN,0.0182525859748547,[0.99096503 0.98133668 0.97205186],100.0,0.9,1.05,3.5,0.2,,,,,,
Lorenz,ESN,0.020616778286016806,[0.98817747 0.975967   0.97142365],100.0,0.9,1.05,4.0,0.0,,,,,,
Lorenz,ESN,0.020967356149548762,[0.98681571 0.97429857 0.97306743],100.0,0.9,1.05,4.0,0.05,,,,,,
Lorenz,ESN,0.020068954864443725,[0.98528928 0.98201006 0.97046971],100.0,0.9,1.05,4.0,0.1,,,,,,
Lorenz,ESN,0.022593518831465965,[0.98531822 0.97991391 0.96583034],100.0,0.9,1.05,4.0,0.15,,,,,,
Lorenz,ESN,0.021428447572582263,[0.9884311  0.97747858 0.96861966],100.0,0.9,1.05,4.0,0.2,,,,,,
Lorenz,ESN,0.02356842151687643,[0.98532095 0.9715252  0.96917949],100.0,0.9,1.05,4.5,0.0,,,,,,
Lorenz,ESN,0.023600405632398267,[0.98429992 0.96987473 0.97149342],100.0,0.9,1.05,4.5,0.05,,,,,,
Lorenz,ESN,0.022788105013159088,[0.98260691 0.97716199 0.969115  ],100.0,0.9,1.05,4.5,0.1,,,,,,
Lorenz,ESN,0.025402806730191758,[0.98316993 0.97618177 0.96286504],100.0,0.9,1.05,4.5,0.15,,,,,,
Lorenz,ESN,0.024421555774981164,[0.98579928 0.97283758 0.96635253],100.0,0.9,1.05,4.5,0.2,,,,,,
Lorenz,ESN,0.02673580741553115,[0.98234868 0.96738361 0.96628788],100.0,0.9,1.05,5.0,0.0,,,,,,
Lorenz,ESN,0.026239111083514417,[0.98178779 0.96610945 0.96947421],100.0,0.9,1.05,5.0,0.05,,,,,,
Lorenz,ESN,0.025274239739140378,[0.98063204 0.97243065 0.96787504],100.0,0.9,1.05,5.0,0.1,,,,,,
Lorenz,ESN,0.027878119256506847,[0.98156067 0.97232846 0.96052929],100.0,0.9,1.05,5.0,0.15,,,,,,
Lorenz,ESN,0.027083307348432086,[0.98335899 0.96851128 0.96464644],100.0,0.9,1.05,5.0,0.2,,,,,,
Lorenz,ESN,7.869504182015467e-05,[0.9999807  0.99990194 0.99987633],100.0,0.9,1.1,0.1,0.0,,,,,,
Lorenz,ESN,2.1376426984722624e-05,[0.99999448 0.99996806 0.99997278],100.0,0.9,1.1,0.1,0.05,,,,,,
Lorenz,ESN,2.208892262584319e-05,[0.99999684 0.99995586 0.99997765],100.0,0.9,1.1,0.1,0.1,,,,,,
Lorenz,ESN,2.795546740382571e-05,[0.99999586 0.99996278 0.99995553],100.0,0.9,1.1,0.1,0.15,,,,,,
Lorenz,ESN,2.3055939795144296e-05,[0.99999581 0.99996945 0.9999641 ],100.0,0.9,1.1,0.1,0.2,,,,,,
Lorenz,ESN,0.00024194305536291653,[0.99992579 0.99952543 0.9997765 ],100.0,0.9,1.1,0.5,0.0,,,,,,
Lorenz,ESN,0.00022750405566159305,[0.99993132 0.99972626 0.99965017],100.0,0.9,1.1,0.5,0.05,,,,,,
Lorenz,ESN,0.0002480943147542798,[0.99988332 0.99975631 0.99961259],100.0,0.9,1.1,0.5,0.1,,,,,,
Lorenz,ESN,0.00030831034882738403,[0.99987009 0.99952341 0.99965201],100.0,0.9,1.1,0.5,0.15,,,,,,
Lorenz,ESN,0.00025629561885222925,[0.99987241 0.99967182 0.99969221],100.0,0.9,1.1,0.5,0.2,,,,,,
Lorenz,ESN,0.0018174403080108612,[0.99898616 0.99766116 0.99770992],100.0,0.9,1.1,1.0,0.0,,,,,,
Lorenz,ESN,0.002193202928836931,[0.99871592 0.99703401 0.99747573],100.0,0.9,1.1,1.0,0.05,,,,,,
Lorenz,ESN,0.001323932988909131,[0.999169   0.99874647 0.99803234],100.0,0.9,1.1,1.0,0.1,,,,,,
Lorenz,ESN,0.0014506929849748842,[0.99926795 0.99850511 0.99791796],100.0,0.9,1.1,1.0,0.15,,,,,,
Lorenz,ESN,0.0015987718240996788,[0.99942855 0.99842098 0.9974078 ],100.0,0.9,1.1,1.0,0.2,,,,,,
Lorenz,ESN,0.0050013364210139185,[0.99762034 0.99428869 0.99274553],100.0,0.9,1.1,1.5,0.0,,,,,,
Lorenz,ESN,0.004172791884569481,[0.99790467 0.99697689 0.99264754],100.0,0.9,1.1,1.5,0.05,,,,,,
Lorenz,ESN,0.003685206339361005,[0.9982716  0.99704674 0.99368292],100.0,0.9,1.1,1.5,0.1,,,,,,
Lorenz,ESN,0.0034769973107512306,[0.99806273 0.99672955 0.99471421],100.0,0.9,1.1,1.5,0.15,,,,,,
Lorenz,ESN,0.003875560398464332,[0.99804172 0.99639564 0.99411151],100.0,0.9,1.1,1.5,0.2,,,,,,
Lorenz,ESN,0.008630751736118944,[0.99560267 0.9904313  0.98751708],100.0,0.9,1.1,2.0,0.0,,,,,,
Lorenz,ESN,0.007881837916248672,[0.99680816 0.99305219 0.98659057],100.0,0.9,1.1,2.0,0.05,,,,,,
Lorenz,ESN,0.006768179958361722,[0.99688442 0.9942634  0.98857703],100.0,0.9,1.1,2.0,0.1,,,,,,
Lorenz,ESN,0.007472554485582119,[0.99644843 0.99395853 0.98708172],100.0,0.9,1.1,2.0,0.15,,,,,,
Lorenz,ESN,0.007303074592486662,[0.99628672 0.99253215 0.98923255],100.0,0.9,1.1,2.0,0.2,,,,,,
Lorenz,ESN,0.011365159924345676,[0.99444489 0.98767848 0.98288277],100.0,0.9,1.1,2.5,0.0,,,,,,
Lorenz,ESN,0.011306407407850255,[0.99560224 0.98886881 0.98106057],100.0,0.9,1.1,2.5,0.05,,,,,,
Lorenz,ESN,0.011037630229874114,[0.99438376 0.99120604 0.98103634],100.0,0.9,1.1,2.5,0.1,,,,,,
Lorenz,ESN,0.012720640251490986,[0.99363544 0.98954326 0.97814734],100.0,0.9,1.1,2.5,0.15,,,,,,
Lorenz,ESN,0.011452210754408118,[0.99428712 0.98796019 0.98266962],100.0,0.9,1.1,2.5,0.2,,,,,,
Lorenz,ESN,0.014571228922525426,[0.99273142 0.98363489 0.9785596 ],100.0,0.9,1.1,3.0,0.0,,,,,,
Lorenz,ESN,0.014739773340271559,[0.99259032 0.98361883 0.97813925],100.0,0.9,1.1,3.0,0.05,,,,,,
Lorenz,ESN,0.013777885032375864,[0.99159066 0.98841298 0.97784648],100.0,0.9,1.1,3.0,0.1,,,,,,
Lorenz,ESN,0.015545977947425323,[0.99119782 0.98599006 0.97538009],100.0,0.9,1.1,3.0,0.15,,,,,,
Lorenz,ESN,0.015007764823080236,[0.99277445 0.98329323 0.97776447],100.0,0.9,1.1,3.0,0.2,,,,,,
Lorenz,ESN,0.01789741250291376,[0.99074532 0.97961285 0.974075  ],100.0,0.9,1.1,3.5,0.0,,,,,,
Lorenz,ESN,0.018070421425264868,[0.98977351 0.97873237 0.97509843],100.0,0.9,1.1,3.5,0.05,,,,,,
Lorenz,ESN,0.01685268021329941,[0.98861469 0.98569078 0.97381929],100.0,0.9,1.1,3.5,0.1,,,,,,
Lorenz,ESN,0.01917216944520635,[0.98838605 0.98281359 0.97041629],100.0,0.9,1.1,3.5,0.15,,,,,,
Lorenz,ESN,0.01847617074728376,[0.99105288 0.98039323 0.97209275],100.0,0.9,1.1,3.5,0.2,,,,,,
Lorenz,ESN,0.02085791035279453,[0.98841483 0.97569445 0.97074974],100.0,0.9,1.1,4.0,0.0,,,,,,
Lorenz,ESN,0.021090879433106658,[0.98705386 0.97406843 0.97269626],100.0,0.9,1.1,4.0,0.05,,,,,,
Lorenz,ESN,0.02008536067004548,[0.98552545 0.98207195 0.97020197],100.0,0.9,1.1,4.0,0.1,,,,,,
Lorenz,ESN,0.02259810430916281,[0.98551108 0.97964935 0.96590792],100.0,0.9,1.1,4.0,0.15,,,,,,
Lorenz,ESN,0.02153024741523558,[0.98876078 0.97716388 0.96833428],100.0,0.9,1.1,4.0,0.2,,,,,,
Lorenz,ESN,0.023685200417309194,[0.9857412  0.97139978 0.96852608],100.0,0.9,1.1,4.5,0.0,,,,,,
Lorenz,ESN,0.023721190971036588,[0.98452146 0.9696569  0.97110632],100.0,0.9,1.1,4.5,0.05,,,,,,
Lorenz,ESN,0.02286727700659726,[0.9827231  0.97747263 0.96851621],100.0,0.9,1.1,4.5,0.1,,,,,,
Lorenz,ESN,0.025454588850427135,[0.98320321 0.97621365 0.96269093],100.0,0.9,1.1,4.5,0.15,,,,,,
Lorenz,ESN,0.024499014647862194,[0.98615034 0.97281828 0.96588672],100.0,0.9,1.1,4.5,0.2,,,,,,
Lorenz,ESN,0.02669778178941987,[0.9829259  0.96715196 0.9660088 ],100.0,0.9,1.1,5.0,0.0,,,,,,
Lorenz,ESN,0.02623172209320587,[0.98205907 0.96584389 0.96940806],100.0,0.9,1.1,5.0,0.05,,,,,,
Lorenz,ESN,0.025240658183342656,[0.98060653 0.9727625  0.9676473 ],100.0,0.9,1.1,5.0,0.1,,,,,,
Lorenz,ESN,0.027900326921515645,[0.98151353 0.97253254 0.9603454 ],100.0,0.9,1.1,5.0,0.15,,,,,,
Lorenz,ESN,0.02717153345580227,[0.98365601 0.96851849 0.96414247],100.0,0.9,1.1,5.0,0.2,,,,,,
Lorenz,ESN,0.00033564734311395165,[0.99991355 0.99951412 0.99954214],100.0,0.9,1.15,0.1,0.0,,,,,,
Lorenz,ESN,0.00012473765677856302,[0.99996083 0.99983202 0.99983489],100.0,0.9,1.15,0.1,0.05,,,,,,
Lorenz,ESN,6.834706377948496e-05,[0.99998751 0.99989362 0.99990732],100.0,0.9,1.15,0.1,0.1,,,,,,
Lorenz,ESN,7.978147918681157e-05,[0.99998318 0.99990127 0.99987355],100.0,0.9,1.15,0.1,0.15,,,,,,
Lorenz,ESN,6.844001598651897e-05,[0.99998647 0.99989345 0.99990837],100.0,0.9,1.15,0.1,0.2,,,,,,
Lorenz,ESN,0.0003272358698721062,[0.99990224 0.99935529 0.99969657],100.0,0.9,1.15,0.5,0.0,,,,,,
Lorenz,ESN,0.00029276139598374823,[0.99991277 0.99964439 0.99955104],100.0,0.9,1.15,0.5,0.05,,,,,,
